date,Date,month,year,state,positive,negative,positiveIncrease,death,deathConfirmed,deathProbable,probableCases,recovered,fips,hospitalizedCurrently,hospitalizedDischarged,inIcuCurrently,onVentilatorCurrently
20200813,13-08-2020,Aug,2020,OH,105426,,1178,3755,3481,274,5570,83642,39,952,,329,178
20200813,13-08-2020,Aug,2020,OK,46103,685169,705,638,,,,38655,40,600,,253,
20200813,13-08-2020,Aug,2020,OR,22022,440520,248,375,,,,4282,41,213,,50,17
20200813,13-08-2020,Aug,2020,PA,122121,1288873,991,7409,,,3390,95254,42,601,,,99
20200813,13-08-2020,Aug,2020,PR,10279,305972,110,306,182,124,,,72,466,,80,57
20200813,13-08-2020,Aug,2020,RI,20240,208234,111,1019,,,,,44,80,1943,10,4
20200813,13-08-2020,Aug,2020,SC,103909,702119,935,2186,2089,97,858,40837,45,1322,,323,201
20200813,13-08-2020,Aug,2020,SD,9897,114873,82,148,,,,8691,46,56,,,
20200813,13-08-2020,Aug,2020,TN,128511,,2118,1313,1273,40,2075,89151,47,1312,,426,191
20200813,13-08-2020,Aug,2020,TX,513575,,6755,9289,,,,375760,48,6879,,2435,
20200813,13-08-2020,Aug,2020,UT,45424,541000,334,353,,,,35817,49,206,,74,
20200813,13-08-2020,Aug,2020,VA,103622,,1101,2363,2248,115,4194,,51,1258,13389,289,141
20200813,13-08-2020,Aug,2020,VI,682,10968,43,9,,,,476,78,,,,
20200813,13-08-2020,Aug,2020,VT,1484,102525,6,58,58,,0,1310,50,14,,,
20200813,13-08-2020,Aug,2020,WA,67355,,725,1724,1724,,319,,53,513,,,40
20200813,13-08-2020,Aug,2020,WI,67622,1035195,968,1025,1018,7,4416,53239,55,354,,109,
20200813,13-08-2020,Aug,2020,WV,8151,,143,153,152,1,166,6045,54,128,,46,16
20200813,13-08-2020,Aug,2020,WY,3119,56452,33,30,,,492,2601,56,14,,,
20200812,12-08-2020,Aug,2020,AK,3896,,61,27,27,,,1359,2,39,,,3
20200812,12-08-2020,Aug,2020,AL,104786,690985,935,1882,1814,68,3985,41523,1,1386,,,
20200812,12-08-2020,Aug,2020,AR,51114,522457,703,566,,,,42998,5,486,,,113
20200812,12-08-2020,Aug,2020,AS,0,1396,0,0,,,,,60,,,,
20200812,12-08-2020,Aug,2020,AZ,189443,854785,706,4347,4095,252,1390,,4,1469,26418,519,328
20200812,12-08-2020,Aug,2020,CA,586056,,11645,10648,,,,,6,6647,,1873,
20200812,12-08-2020,Aug,2020,CO,51756,554034,315,1875,1533,342,3494,,8,288,5630,,
20200812,12-08-2020,Aug,2020,CT,50706,,22,4450,3566,884,2001,8721,9,58,8721,,
20200812,12-08-2020,Aug,2020,DC,12959,,63,593,,,,10300,11,85,,25,11
20200812,12-08-2020,Aug,2020,DE,15699,186501,0,591,521,70,999,8519,10,35,,13,
20200812,12-08-2020,Aug,2020,FL,543113,3536678,8095,8898,,,,,12,6551,,,
20200812,12-08-2020,Aug,2020,GA,226153,,3565,4456,,,,,13,2865,,,
20200812,12-08-2020,Aug,2020,GU,449,25787,15,5,,,8,341,66,7,,1,
20200812,12-08-2020,Aug,2020,HI,3958,146275,320,38,38,,,1665,15,166,,31,23
20200812,12-08-2020,Aug,2020,IA,49806,478342,477,951,,,,38657,19,243,,72,25
20200812,12-08-2020,Aug,2020,ID,25595,186649,495,246,221,25,1645,9548,16,189,,32,
20200812,12-08-2020,Aug,2020,IL,199893,,1645,7881,7672,209,1300,,17,1525,,357,129
20200812,12-08-2020,Aug,2020,IN,76522,790472,660,3086,2878,208,,,18,936,57209,294,84
20200812,12-08-2020,Aug,2020,KS,32547,302016,817,395,,,,,20,357,1367,95,29
20200812,12-08-2020,Aug,2020,KY,36945,,1152,790,785,5,2530,8893,21,683,,143,
20200812,12-08-2020,Aug,2020,LA,134304,1464305,1179,4361,4238,123,,103512,22,1320,,,211
20200812,12-08-2020,Aug,2020,MA,122000,1240101,293,8769,8547,222,8802,100486,25,422,,64,33
20200812,12-08-2020,Aug,2020,MD,97384,981454,541,3612,3474,138,,5956,24,488,,117,
20200812,12-08-2020,Aug,2020,ME,4070,,20,126,125,1,408,3579,23,9,,4,1
20200812,12-08-2020,Aug,2020,MI,98689,,476,6539,6273,266,9418,63636,26,640,,185,84
20200812,12-08-2020,Aug,2020,MN,62303,890482,464,1724,1678,46,,55855,27,335,,154,
20200812,12-08-2020,Aug,2020,MO,62530,736051,1595,1323,,,,,29,861,,,107
20200812,12-08-2020,Aug,2020,MP,49,12252,0,2,,,,29,69,,,,
20200812,12-08-2020,Aug,2020,MS,69374,438440,1081,1989,1922,67,1461,49836,28,1148,,323,195
20200812,12-08-2020,Aug,2020,MT,5268,,164,80,,,,3598,30,97,,,
20200812,12-08-2020,Aug,2020,NC,139061,,1166,2249,2249,,,,37,1062,116969,311,
20200812,12-08-2020,Aug,2020,ND,7955,165049,87,124,,,0,6815,38,58,,,
20200812,12-08-2020,Aug,2020,NE,29030,279432,334,351,,,,21312,31,157,,,
20200812,12-08-2020,Aug,2020,NH,6887,173564,26,420,,,,6162,33,18,,,
20200812,12-08-2020,Aug,2020,NJ,188635,2190078,494,15824,14046,1778,2697,,34,592,33223,111,35
20200812,12-08-2020,Aug,2020,NM,22816,,173,695,,,,9744,35,119,,,
20200812,12-08-2020,Aug,2020,NV,58048,469487,528,996,,,,,32,998,,268,177
20200812,12-08-2020,Aug,2020,NY,422703,,700,25218,,,,,36,558,73842,123,62
20200812,12-08-2020,Aug,2020,OH,104248,,1422,3734,3460,274,5523,82310,39,984,,320,173
20200812,12-08-2020,Aug,2020,OK,45398,676709,670,627,,,,37988,40,519,,216,
20200812,12-08-2020,Aug,2020,OR,21774,435314,286,368,,,,4226,41,234,,59,15
20200812,12-08-2020,Aug,2020,PA,121130,1271976,849,7385,,,3391,94481,42,606,,,96
20200812,12-08-2020,Aug,2020,PR,10169,305972,564,295,174,121,,,72,447,,75,57
20200812,12-08-2020,Aug,2020,RI,20129,206004,76,1018,,,,,44,89,1929,9,3
20200812,12-08-2020,Aug,2020,SC,102974,697115,844,2144,2057,87,831,40837,45,1366,,333,206
20200812,12-08-2020,Aug,2020,SD,9815,113813,102,147,,,,8606,46,59,,,
20200812,12-08-2020,Aug,2020,TN,126393,,1478,1289,1249,40,2002,87290,47,1295,,428,185
20200812,12-08-2020,Aug,2020,TX,506820,,6200,9034,,,,367354,48,7028,,2479,
20200812,12-08-2020,Aug,2020,UT,45090,536946,338,351,,,,35311,49,236,,79,
20200812,12-08-2020,Aug,2020,VA,102521,,776,2352,2238,114,4147,,51,1281,13247,290,142
20200812,12-08-2020,Aug,2020,VI,639,10778,63,9,,,,468,78,,,,
20200812,12-08-2020,Aug,2020,VT,1478,101788,5,58,58,,0,1302,50,9,,,
20200812,12-08-2020,Aug,2020,WA,66630,,824,1716,1716,,300,,53,480,,,59
20200812,12-08-2020,Aug,2020,WI,66654,1023723,531,1018,1011,7,4391,52350,55,387,,113,
20200812,12-08-2020,Aug,2020,WV,8008,,133,153,,,164,5960,54,135,,48,16
20200812,12-08-2020,Aug,2020,WY,3086,56245,13,29,,,486,2577,56,15,,,
20200811,11-08-2020,Aug,2020,AK,3835,,49,26,26,,,1344,2,39,,,4
20200811,11-08-2020,Aug,2020,AL,103851,679838,831,1847,1781,66,3925,37923,1,1504,,,
20200811,11-08-2020,Aug,2020,AR,50411,522457,383,566,,,,42998,5,507,,,116
20200811,11-08-2020,Aug,2020,AS,0,1396,0,0,,,,,60,,,,
20200811,11-08-2020,Aug,2020,AZ,188737,848538,1214,4199,3951,248,1375,,4,1574,26102,510,346
20200811,11-08-2020,Aug,2020,CA,574411,,12500,10468,,,,,6,6759,,1885,
20200811,11-08-2020,Aug,2020,CO,51441,549859,402,1875,1533,342,3433,,8,315,5608,,
20200811,11-08-2020,Aug,2020,CT,50684,,117,4444,3561,883,1994,8721,9,70,8721,,
20200811,11-08-2020,Aug,2020,DC,12896,,89,593,,,,10232,11,83,,21,12
20200811,11-08-2020,Aug,2020,DE,15699,186501,65,591,521,70,999,8519,10,35,,13,
20200811,11-08-2020,Aug,2020,FL,535018,3506483,5762,8685,8685,,,,12,6753,,,
20200811,11-08-2020,Aug,2020,GA,222588,,3563,4351,,,,,13,2881,,,
20200811,11-08-2020,Aug,2020,GU,434,25182,16,5,,,8,325,66,7,,1,
20200811,11-08-2020,Aug,2020,HI,3638,142198,140,34,34,,,1586,15,105,,24,15
20200811,11-08-2020,Aug,2020,IA,49329,474591,258,940,,,,38033,19,244,,64,25
20200811,11-08-2020,Aug,2020,ID,25100,183305,429,239,214,25,1575,9341,16,189,,32,
20200811,11-08-2020,Aug,2020,IL,198248,,1549,7866,7657,209,1300,,17,1459,,336,127
20200811,11-08-2020,Aug,2020,IN,75862,785793,870,3069,2863,206,,,18,964,56349,327,87
20200811,11-08-2020,Aug,2020,KS,31730,294939,0,387,,,,,20,216,1319,60,19
20200811,11-08-2020,Aug,2020,KY,35793,,539,783,778,5,2414,8819,21,667,,148,
20200811,11-08-2020,Aug,2020,LA,133125,1435439,1164,4313,4195,118,,89083,22,1335,,,214
20200811,11-08-2020,Aug,2020,MA,121707,1224637,392,8751,8529,222,8738,99021,25,387,,70,33
20200811,11-08-2020,Aug,2020,MD,96843,970616,585,3604,3467,137,,5935,24,529,,121,
20200811,11-08-2020,Aug,2020,ME,4050,,1,126,125,1,406,3560,23,9,,4,1
20200811,11-08-2020,Aug,2020,MI,98213,,907,6533,6264,269,9457,63636,26,640,,185,85
20200811,11-08-2020,Aug,2020,MN,61839,884191,323,1707,1666,41,,55151,27,337,,147,
20200811,11-08-2020,Aug,2020,MO,60935,726285,981,1312,,,,,29,923,,,112
20200811,11-08-2020,Aug,2020,MP,49,12252,0,2,,,,29,69,,,,
20200811,11-08-2020,Aug,2020,MS,68293,436111,644,1944,1879,65,1354,49836,28,1114,,325,192
20200811,11-08-2020,Aug,2020,MT,5104,,87,77,,,,3542,30,77,,,
20200811,11-08-2020,Aug,2020,NC,137895,,1051,2204,2204,,,,37,1122,116969,329,
20200811,11-08-2020,Aug,2020,ND,7868,163973,169,122,,,0,6668,38,55,,,
20200811,11-08-2020,Aug,2020,NE,28696,277036,264,348,,,,21113,31,162,,,
20200811,11-08-2020,Aug,2020,NH,6861,168538,21,419,,,,6126,33,21,,,
20200811,11-08-2020,Aug,2020,NJ,188141,2164835,491,15813,14037,1776,2666,,34,538,33223,101,43
20200811,11-08-2020,Aug,2020,NM,22643,,199,693,,,,9612,35,134,,,
20200811,11-08-2020,Aug,2020,NV,57520,467229,548,981,,,,,32,971,,257,171
20200811,11-08-2020,Aug,2020,NY,422003,,667,25211,,,,,36,540,73779,120,60
20200811,11-08-2020,Aug,2020,OH,102826,,1095,3708,3435,273,5453,80885,39,968,,338,172
20200811,11-08-2020,Aug,2020,OK,44728,669507,765,618,,,,37193,40,530,,218,
20200811,11-08-2020,Aug,2020,OR,21488,429244,216,357,,,,4226,41,214,,58,22
20200811,11-08-2020,Aug,2020,PA,120281,1255313,828,7352,,,3356,92616,42,598,,,98
20200811,11-08-2020,Aug,2020,PR,9605,305972,286,287,167,120,,,72,439,,80,62
20200811,11-08-2020,Aug,2020,RI,20053,204117,119,1016,,,,,44,88,1911,9,2
20200811,11-08-2020,Aug,2020,SC,102130,694221,971,2098,2012,86,770,40837,45,1330,,339,207
20200811,11-08-2020,Aug,2020,SD,9713,112696,50,146,,,,8507,46,57,,,
20200811,11-08-2020,Aug,2020,TN,124915,,1001,1271,1232,39,1909,85313,47,1378,,,
20200811,11-08-2020,Aug,2020,TX,500620,,9803,8710,,,,358312,48,7216,,2495,
20200811,11-08-2020,Aug,2020,UT,44752,533332,362,349,,,,34764,49,208,,81,
20200811,11-08-2020,Aug,2020,VA,101745,,996,2344,2232,112,4033,,51,1293,13152,280,148
20200811,11-08-2020,Aug,2020,VI,576,10487,29,9,,,,439,78,,,,
20200811,11-08-2020,Aug,2020,VT,1473,100736,12,58,58,,0,1295,50,12,,,
20200811,11-08-2020,Aug,2020,WA,65806,,213,1697,1697,,290,,53,495,,,35
20200811,11-08-2020,Aug,2020,WI,66123,1014277,767,1013,1006,7,4338,51456,55,364,,111,
20200811,11-08-2020,Aug,2020,WV,7875,,121,147,,,162,5863,54,130,,46,14
20200811,11-08-2020,Aug,2020,WY,3073,55779,31,29,,,489,2541,56,15,,,
20200810,10-08-2020,Aug,2020,AK,3786,,68,26,26,,,1332,2,37,,,3
20200810,10-08-2020,Aug,2020,AL,103020,677547,1686,1797,1733,64,3630,37923,1,1551,,,
20200810,10-08-2020,Aug,2020,AR,50028,519292,645,555,,,,42130,5,508,,,117
20200810,10-08-2020,Aug,2020,AS,0,1396,0,0,,,,,60,,,,
20200810,10-08-2020,Aug,2020,AZ,187523,840708,600,4154,3922,232,1343,,4,1575,25848,506,366
20200810,10-08-2020,Aug,2020,CA,561911,,7751,10359,,,,,6,6770,,1879,
20200810,10-08-2020,Aug,2020,CO,51039,546143,379,1863,1522,341,3388,,8,309,5579,,
20200810,10-08-2020,Aug,2020,CT,50567,,247,4444,3560,884,1990,8721,9,64,8721,,
20200810,10-08-2020,Aug,2020,DC,12807,,54,591,,,,10188,11,75,,21,8
20200810,10-08-2020,Aug,2020,DE,15634,185038,59,591,521,70,998,8500,10,34,,12,
20200810,10-08-2020,Aug,2020,FL,529256,3476896,4150,8408,8408,,,,12,6948,,,
20200810,10-08-2020,Aug,2020,GA,219025,,2429,4229,,,,,13,2871,,,
20200810,10-08-2020,Aug,2020,GU,418,24658,6,5,,,8,325,66,5,,1,
20200810,10-08-2020,Aug,2020,HI,3498,138598,152,31,31,,,1548,15,105,,24,15
20200810,10-08-2020,Aug,2020,IA,49071,472316,282,933,,,,37317,19,224,,57,23
20200810,10-08-2020,Aug,2020,ID,24671,181805,176,237,212,25,1548,9157,16,201,,48,
20200810,10-08-2020,Aug,2020,IL,196699,,1319,7846,7637,209,1300,,17,1481,,352,138
20200810,10-08-2020,Aug,2020,IN,74992,777119,664,3044,2838,206,,,18,921,54068,305,81
20200810,10-08-2020,Aug,2020,KS,31730,294939,1092,387,,,,,20,216,1319,60,19
20200810,10-08-2020,Aug,2020,KY,35254,,272,775,770,5,2313,8738,21,641,,155,
20200810,10-08-2020,Aug,2020,LA,131961,1415972,562,4287,4169,118,,89083,22,1382,,,215
20200810,10-08-2020,Aug,2020,MA,121315,1209961,275,8741,8519,222,8642,99021,25,380,,60,25
20200810,10-08-2020,Aug,2020,MD,96258,960552,755,3591,3454,137,,5910,24,534,,119,
20200810,10-08-2020,Aug,2020,ME,4049,,7,125,124,1,408,3537,23,8,,3,1
20200810,10-08-2020,Aug,2020,MI,97306,,580,6526,6257,269,9346,63636,26,640,,185,132
20200810,10-08-2020,Aug,2020,MN,61516,882644,618,1701,1660,41,,54364,27,320,,159,
20200810,10-08-2020,Aug,2020,MO,59954,709964,2575,1307,,,,,29,923,,,112
20200810,10-08-2020,Aug,2020,MP,49,12252,1,2,,,,29,69,,,,
20200810,10-08-2020,Aug,2020,MS,67649,426944,476,1912,1847,65,1315,42391,28,1074,,328,196
20200810,10-08-2020,Aug,2020,MT,5017,,65,75,,,,3413,30,80,,,
20200810,10-08-2020,Aug,2020,NC,136844,,626,2172,2172,,,,37,1111,105093,317,
20200810,10-08-2020,Aug,2020,ND,7699,162126,117,117,,,0,6434,38,48,,,
20200810,10-08-2020,Aug,2020,NE,28432,274203,187,345,,,,20896,31,146,,,
20200810,10-08-2020,Aug,2020,NH,6840,167438,9,419,,,,6095,33,20,,,
20200810,10-08-2020,Aug,2020,NJ,187650,2139015,278,15801,14025,1776,2619,,34,545,33013,83,29
20200810,10-08-2020,Aug,2020,NM,22444,,129,690,,,,9428,35,127,,,
20200810,10-08-2020,Aug,2020,NV,56972,465220,742,963,,,,,32,1014,,266,172
20200810,10-08-2020,Aug,2020,NY,421336,,476,25204,,,,,36,535,73736,127,62
20200810,10-08-2020,Aug,2020,OH,101731,,883,3673,3405,268,5373,79321,39,968,,351,195
20200810,10-08-2020,Aug,2020,OK,43963,650485,397,605,,,,36378,40,594,,223,
20200810,10-08-2020,Aug,2020,OR,21272,425765,262,356,,,,4111,41,204,,51,18
20200810,10-08-2020,Aug,2020,PA,119453,1240830,601,7317,,,3355,91978,42,591,,,108
20200810,10-08-2020,Aug,2020,PR,9319,305972,385,279,161,118,,,72,423,,77,50
20200810,10-08-2020,Aug,2020,RI,19934,202413,28,1015,,,,,44,93,1900,8,2
20200810,10-08-2020,Aug,2020,SC,101159,690471,724,2049,1966,83,728,37798,45,1353,,360,217
20200810,10-08-2020,Aug,2020,SD,9663,111814,58,146,,,,8371,46,63,,,
20200810,10-08-2020,Aug,2020,TN,123914,,1202,1233,1194,39,1817,83170,47,1167,,,
20200810,10-08-2020,Aug,2020,TX,490817,,4455,8490,,,,349833,48,7304,,2552,
20200810,10-08-2020,Aug,2020,UT,44390,530653,263,345,,,,34319,49,222,,79,
20200810,10-08-2020,Aug,2020,VA,100749,,663,2327,2215,112,3942,,51,1251,12961,279,159
20200810,10-08-2020,Aug,2020,VI,547,10357,0,9,,,,410,78,,,,
20200810,10-08-2020,Aug,2020,VT,1461,99755,3,58,58,,0,1282,50,11,,,
20200810,10-08-2020,Aug,2020,WA,65593,,364,1688,1688,,286,,53,532,,,49
20200810,10-08-2020,Aug,2020,WI,65356,1001402,521,1005,998,7,4295,50662,55,414,,119,
20200810,10-08-2020,Aug,2020,WV,7754,,60,141,,,158,5699,54,123,,43,17
20200810,10-08-2020,Aug,2020,WY,3042,54640,-8,28,,,477,2483,56,15,,,
20200809,09-08-2020,Aug,2020,AK,3718,,97,26,26,,,1269,2,40,,,4
20200809,09-08-2020,Aug,2020,AL,101334,661117,2947,1768,1707,61,3599,37923,1,1449,,,
20200809,09-08-2020,Aug,2020,AR,49383,514448,1344,544,,,,41452,5,497,,,117
20200809,09-08-2020,Aug,2020,AS,0,1396,0,0,,,,,60,,,,
20200809,09-08-2020,Aug,2020,AZ,186923,835640,816,4150,3918,232,1330,,4,1626,25527,514,374
20200809,09-08-2020,Aug,2020,CA,554160,,8373,10293,,,,,6,6849,,1891,
20200809,09-08-2020,Aug,2020,CO,50660,541180,336,1858,1517,341,3293,,8,319,5554,,
20200809,09-08-2020,Aug,2020,CT,50320,,0,4441,3558,883,1975,8721,9,65,8721,,
20200809,09-08-2020,Aug,2020,DC,12753,,100,591,,,,10156,11,77,,17,8
20200809,09-08-2020,Aug,2020,DE,15575,182544,73,591,521,70,999,8449,10,36,,11,
20200809,09-08-2020,Aug,2020,FL,525106,3452857,6139,8315,8315,,,,12,6848,,,
20200809,09-08-2020,Aug,2020,GA,216596,,3169,4199,,,,,13,2865,,,
20200809,09-08-2020,Aug,2020,GU,412,24117,0,5,,,8,321,66,3,,,
20200809,09-08-2020,Aug,2020,HI,3346,138598,231,31,31,,,1511,15,105,,24,15
20200809,09-08-2020,Aug,2020,IA,48789,470021,506,930,,,,37096,19,221,,57,20
20200809,09-08-2020,Aug,2020,ID,24495,180336,573,235,211,24,1542,8921,16,201,,48,
20200809,09-08-2020,Aug,2020,IL,195380,,1382,7845,7636,209,1300,,17,1488,,322,114
20200809,09-08-2020,Aug,2020,IN,74328,766797,1041,3041,2835,206,,,18,960,54068,289,78
20200809,09-08-2020,Aug,2020,KS,30638,285874,0,380,,,,,20,333,1293,88,26
20200809,09-08-2020,Aug,2020,KY,34982,,404,773,768,5,2269,8674,21,653,,149,
20200809,09-08-2020,Aug,2020,LA,131399,1409172,2653,4263,4145,118,,89083,22,1383,,,210
20200809,09-08-2020,Aug,2020,MA,121040,1198899,329,8735,8514,221,8581,99021,25,375,,60,26
20200809,09-08-2020,Aug,2020,MD,95503,943842,922,3585,3448,137,,5910,24,525,,128,
20200809,09-08-2020,Aug,2020,ME,4042,,16,125,124,1,417,3512,23,9,,3,1
20200809,09-08-2020,Aug,2020,MI,96726,,535,6519,6249,270,9323,63636,26,694,,232,132
20200809,09-08-2020,Aug,2020,MN,60898,874075,797,1698,1657,41,,53568,27,312,,148,
20200809,09-08-2020,Aug,2020,MO,57379,695361,0,1301,,,,,29,895,,,105
20200809,09-08-2020,Aug,2020,MP,48,12253,0,2,,,,29,69,,,,
20200809,09-08-2020,Aug,2020,MS,67173,426944,527,1896,1832,64,1267,42391,28,1151,,334,198
20200809,09-08-2020,Aug,2020,MT,4952,,63,75,,,,3275,30,83,,,
20200809,09-08-2020,Aug,2020,NC,136218,,1452,2168,2168,,,,37,1109,105093,315,
20200809,09-08-2020,Aug,2020,ND,7582,161076,91,116,,,0,6355,38,47,,,
20200809,09-08-2020,Aug,2020,NE,28245,271429,141,345,,,,20746,31,147,,,
20200809,09-08-2020,Aug,2020,NH,6831,165754,13,419,,,,6063,33,23,,,
20200809,09-08-2020,Aug,2020,NJ,187372,2117079,366,15797,14021,1776,2599,,34,483,32977,83,31
20200809,09-08-2020,Aug,2020,NM,22315,,200,685,,,,9319,35,121,,,
20200809,09-08-2020,Aug,2020,NV,56230,461374,811,957,,,,,32,976,,278,173
20200809,09-08-2020,Aug,2020,NY,420860,,515,25202,,,,,36,548,73689,131,66
20200809,09-08-2020,Aug,2020,OH,100848,,879,3669,3397,272,5352,78435,39,952,,365,193
20200809,09-08-2020,Aug,2020,OK,43566,650485,486,603,,,,36052,40,594,,223,
20200809,09-08-2020,Aug,2020,OR,21010,417057,374,355,,,,4111,41,204,,51,18
20200809,09-08-2020,Aug,2020,PA,118852,1228358,760,7314,,,3347,90930,42,600,,,103
20200809,09-08-2020,Aug,2020,PR,8934,305972,361,279,161,118,,,72,424,,79,53
20200809,09-08-2020,Aug,2020,RI,19906,201584,74,1015,,,,,44,93,1900,8,2
20200809,09-08-2020,Aug,2020,SC,100435,685549,975,2031,1949,82,722,37798,45,1378,,365,219
20200809,09-08-2020,Aug,2020,SD,9605,111292,128,146,,,,8334,46,55,,,
20200809,09-08-2020,Aug,2020,TN,122712,,2127,1223,1184,39,1801,80997,47,1290,,,
20200809,09-08-2020,Aug,2020,TX,486362,,4879,8459,,,,344845,48,7437,,2608,
20200809,09-08-2020,Aug,2020,UT,44127,527717,376,336,,,,33914,49,224,,78,
20200809,09-08-2020,Aug,2020,VA,100086,,897,2326,2214,112,3919,,51,1200,12923,260,146
20200809,09-08-2020,Aug,2020,VI,547,10332,19,9,,,,404,78,,,,
20200809,09-08-2020,Aug,2020,VT,1458,99083,5,58,58,,0,1279,50,6,,,
20200809,09-08-2020,Aug,2020,WA,65229,,674,1688,1688,,281,,53,531,,,60
20200809,09-08-2020,Aug,2020,WI,64835,993742,622,1005,998,7,4281,50028,55,352,,98,
20200809,09-08-2020,Aug,2020,WV,7694,,131,139,,,158,5678,54,124,,50,15
20200809,09-08-2020,Aug,2020,WY,3050,53625,37,28,,,517,2465,56,17,,,
20200808,08-08-2020,Aug,2020,AK,3621,,79,26,26,,,1254,2,37,,,4
20200808,08-08-2020,Aug,2020,AL,98387,651115,86,1735,1674,61,3560,37923,1,1454,,,
20200808,08-08-2020,Aug,2020,AR,48039,503484,0,521,,,,40360,5,523,,,116
20200808,08-08-2020,Aug,2020,AS,0,1396,0,0,,,,,60,,,,
20200808,08-08-2020,Aug,2020,AZ,186107,830414,1054,4137,3905,232,1302,,4,1659,25163,539,400
20200808,08-08-2020,Aug,2020,CA,545787,,7371,10189,,,,,6,6956,,2038,
20200808,08-08-2020,Aug,2020,CO,50324,535556,431,1857,1516,341,3241,,8,346,5507,,
20200808,08-08-2020,Aug,2020,CT,50320,,0,4441,3558,883,1975,8721,9,65,8721,,
20200808,08-08-2020,Aug,2020,DC,12653,,64,590,,,,10124,11,80,,17,8
20200808,08-08-2020,Aug,2020,DE,15502,180392,57,590,520,70,1000,8416,10,36,,11,
20200808,08-08-2020,Aug,2020,FL,518967,3419295,8343,8238,8238,,,,12,6890,,,
20200808,08-08-2020,Aug,2020,GA,213427,,4423,4186,,,,,13,2878,,,
20200808,08-08-2020,Aug,2020,GU,412,24117,1,5,,,8,321,66,3,,1,
20200808,08-08-2020,Aug,2020,HI,3115,136131,201,31,31,,,1467,15,102,,24,19
20200808,08-08-2020,Aug,2020,IA,48283,465264,418,925,,,,36882,19,229,,58,22
20200808,08-08-2020,Aug,2020,ID,23922,179049,523,229,205,24,1514,8738,16,201,,48,
20200808,08-08-2020,Aug,2020,IL,193998,,2190,7840,7631,209,1300,,17,1538,,338,125
20200808,08-08-2020,Aug,2020,IN,73287,755179,1033,3036,2834,202,,,18,960,54068,284,85
20200808,08-08-2020,Aug,2020,KS,30638,285874,0,380,,,,,20,333,1293,88,26
20200808,08-08-2020,Aug,2020,KY,34578,,782,772,767,5,2248,8674,21,653,,149,
20200808,08-08-2020,Aug,2020,LA,128746,1376256,0,4207,4089,118,,89083,22,1406,,,207
20200808,08-08-2020,Aug,2020,MA,120711,1182033,420,8721,8500,221,8538,99021,25,386,,68,30
20200808,08-08-2020,Aug,2020,MD,94581,924942,775,3577,3440,137,,5899,24,515,,127,
20200808,08-08-2020,Aug,2020,ME,4026,,12,125,124,1,417,3504,23,9,,4,0
20200808,08-08-2020,Aug,2020,MI,96191,,721,6520,6250,270,9302,63636,26,694,,232,132
20200808,08-08-2020,Aug,2020,MN,60101,861296,916,1689,1648,41,,52768,27,309,,154,
20200808,08-08-2020,Aug,2020,MO,57379,695361,0,1301,,,,,29,924,,,108
20200808,08-08-2020,Aug,2020,MP,48,12253,1,2,,,,29,69,,,,
20200808,08-08-2020,Aug,2020,MS,66646,426944,1210,1874,1812,62,1204,42391,28,1151,,334,198
20200808,08-08-2020,Aug,2020,MT,4889,,132,75,,,,3255,30,81,,,
20200808,08-08-2020,Aug,2020,NC,134766,,1954,2160,2160,,,,37,1129,105093,335,
20200808,08-08-2020,Aug,2020,ND,7491,159859,179,116,,,0,6268,38,49,,,
20200808,08-08-2020,Aug,2020,NE,28104,269434,283,345,,,,20333,31,156,,,
20200808,08-08-2020,Aug,2020,NH,6818,164433,39,419,,,,6049,33,24,,,
20200808,08-08-2020,Aug,2020,NJ,187006,2068363,411,15792,14016,1776,2577,,34,540,32956,94,34
20200808,08-08-2020,Aug,2020,NM,22115,,150,681,,,,9262,35,127,,,
20200808,08-08-2020,Aug,2020,NV,55419,457600,886,949,,,,,32,976,,278,173
20200808,08-08-2020,Aug,2020,NY,420345,,703,25195,,,,,36,573,73609,133,64
20200808,08-08-2020,Aug,2020,OH,99969,,1294,3668,3396,272,5298,77429,39,936,,363,185
20200808,08-08-2020,Aug,2020,OK,43080,650485,825,603,,,,35745,40,594,,223,
20200808,08-08-2020,Aug,2020,OR,20636,417057,411,348,,,,4111,41,204,,51,18
20200808,08-08-2020,Aug,2020,PA,118092,1214965,813,7313,,,3337,90930,42,634,,,106
20200808,08-08-2020,Aug,2020,PR,8573,305972,343,274,158,116,,,72,399,,77,54
20200808,08-08-2020,Aug,2020,RI,19832,200133,94,1015,,,,,44,82,1895,9,2
20200808,08-08-2020,Aug,2020,SC,99460,678615,1241,2007,1931,76,717,37798,45,1402,,357,234
20200808,08-08-2020,Aug,2020,SD,9477,110510,106,146,,,,8307,46,48,,,
20200808,08-08-2020,Aug,2020,TN,120585,,1803,1215,1176,39,1764,80340,47,1393,,,
20200808,08-08-2020,Aug,2020,TX,481483,,6959,8343,,,,338343,48,7872,,2730,
20200808,08-08-2020,Aug,2020,UT,43751,523627,376,335,,,,33115,49,222,,77,
20200808,08-08-2020,Aug,2020,VA,99189,,1307,2322,2211,111,3863,,51,1258,12843,271,145
20200808,08-08-2020,Aug,2020,VI,528,10091,6,9,,,,404,78,,,,
20200808,08-08-2020,Aug,2020,VT,1453,98330,6,58,58,,0,1272,50,8,,,
20200808,08-08-2020,Aug,2020,WA,64555,,732,1672,1672,,268,,53,551,,,56
