date,Date,month,year,state,positive,negative,positiveIncrease,death,deathConfirmed,deathProbable,probableCases,recovered,fips,hospitalizedCurrently,hospitalizedDischarged,inIcuCurrently,onVentilatorCurrently
20210307,07-03-2021,Mar,2021,AK,56886,,0,305,,,,,2,33,,,2
20210307,07-03-2021,Mar,2021,AL,499819,1931711,408,10148,7963,2185,107742,295690,1,494,,,
20210307,07-03-2021,Mar,2021,AR,324818,2480716,165,5319,4308,1011,69092,315517,5,335,,141,65
20210307,07-03-2021,Mar,2021,AS,0,2140,0,0,,,,,60,,,,
20210307,07-03-2021,Mar,2021,AZ,826454,3073010,1335,16328,14403,1925,56519,,4,963,118932,273,143
20210307,07-03-2021,Mar,2021,CA,3501394,,3816,54124,,,,,6,4291,,1159,
20210307,07-03-2021,Mar,2021,CO,436602,2199458,840,5989,5251,735,24786,,8,326,23003,,
20210307,07-03-2021,Mar,2021,CT,285330,,0,7704,6327,1377,19621,,9,428,,,
20210307,07-03-2021,Mar,2021,DC,41419,,146,1030,,,,29570,11,150,,38,16
20210307,07-03-2021,Mar,2021,DE,88354,545070,215,1473,1337,136,4733,,10,104,,13,
20210307,07-03-2021,Mar,2021,FL,1909209,9339038,4024,32266,,,360372,,12,3307,,,
20210307,07-03-2021,Mar,2021,GA,1023487,,1709,17906,15598,2308,195151,,13,2008,,,
20210307,07-03-2021,Mar,2021,GU,7749,112887,0,133,,,209,7590,66,2,,1,1
20210307,07-03-2021,Mar,2021,HI,28699,,53,445,445,,808,,15,27,,5,3
20210307,07-03-2021,Mar,2021,IA,282384,1044418,257,5558,,,,320054,19,167,,35,6
20210307,07-03-2021,Mar,2021,ID,172931,505964,104,1879,1652,227,33057,96017,16,150,,33,
20210307,07-03-2021,Mar,2021,IL,1198335,,1068,23014,20763,2251,,,17,1141,,255,112
20210307,07-03-2021,Mar,2021,IN,667262,2483156,746,12737,12310,427,,,18,656,434805,104,50
20210307,07-03-2021,Mar,2021,KS,295861,974686,0,4812,,,,,20,235,6473,50,22
20210307,07-03-2021,Mar,2021,KY,410709,,525,4819,4369,450,96324,48145,21,558,,156,82
20210307,07-03-2021,Mar,2021,LA,433785,5261679,740,9748,9033,715,61271,415954,22,532,,,75
20210307,07-03-2021,Mar,2021,MA,591356,4404792,1425,16417,16085,332,32273,508745,25,665,,174,116
20210307,07-03-2021,Mar,2021,MD,387319,3034546,709,7955,7773,182,,9703,24,818,,215,
20210307,07-03-2021,Mar,2021,ME,45794,,159,706,683,23,9948,12840,23,67,,16,8
20210307,07-03-2021,Mar,2021,MI,656072,,0,16658,15666,992,60018,549881,26,866,,222,97
20210307,07-03-2021,Mar,2021,MN,490011,3058514,895,6550,6276,274,24464,476055,27,224,,57,
20210307,07-03-2021,Mar,2021,MO,480643,1878583,291,8161,,,,,29,955,,197,135
20210307,07-03-2021,Mar,2021,MP,145,17429,1,2,2,,,29,69,,,,
20210307,07-03-2021,Mar,2021,MS,297581,1459374,260,6808,4737,2071,113303,278162,28,419,,89,47
20210307,07-03-2021,Mar,2021,MT,100914,,72,1381,,,5524,97943,30,63,,12,6
20210307,07-03-2021,Mar,2021,NC,872176,,0,11502,10169,1333,112559,,37,1179,819839,309,
20210307,07-03-2021,Mar,2021,ND,100391,305912,34,1478,,,5463,98326,38,23,,3,
20210307,07-03-2021,Mar,2021,NE,203026,771128,373,2113,,,,157144,31,137,,,
20210307,07-03-2021,Mar,2021,NH,76861,579582,166,1184,,,22797,73615,33,68,,,
20210307,07-03-2021,Mar,2021,NJ,812609,10186941,2519,23574,21177,2397,91670,,34,1792,77193,376,232
20210307,07-03-2021,Mar,2021,NM,186922,,180,3808,,,,156554,35,169,,,
20210307,07-03-2021,Mar,2021,NV,296190,1131758,730,5037,,,,,32,399,,87,48
20210307,07-03-2021,Mar,2021,NY,1681169,,6789,39029,,,,,36,4789,150100,999,682
20210307,07-03-2021,Mar,2021,OH,978471,,735,17656,14752,2594,142113,925655,39,820,,260,171
20210307,07-03-2021,Mar,2021,OK,428997,3146300,461,4534,,,,412177,40,346,,100,
20210307,07-03-2021,Mar,2021,OR,157079,,195,2296,,,,,41,158,,32,12
20210307,07-03-2021,Mar,2021,PA,948643,3942124,1658,24349,,,134103,861756,42,1587,,314,183
20210307,07-03-2021,Mar,2021,PR,101632,305972,305,2062,1752,310,8012,91987,72,134,,21,19
20210307,07-03-2021,Mar,2021,RI,128781,677570,265,2547,,,,,44,141,7865,25,16
20210307,07-03-2021,Mar,2021,SC,525865,4657179,1408,8754,7744,1010,75888,218863,45,579,,137,83
20210307,07-03-2021,Mar,2021,SD,113589,314540,211,1900,,,12899,109531,46,72,,9,6
20210307,07-03-2021,Mar,2021,TN,782206,,0,11543,9278,2265,128301,756793,47,851,,218,127
20210307,07-03-2021,Mar,2021,TX,2686818,,2953,44451,,,365961,2502609,48,4721,,1463,
20210307,07-03-2021,Mar,2021,UT,374850,1560293,412,1976,,,,358958,49,212,,73,
20210307,07-03-2021,Mar,2021,VA,585700,,1163,9596,8104,1492,124528,,51,1127,48428,258,168
20210307,07-03-2021,Mar,2021,VI,2714,46167,0,25,25,,,2559,78,,,,
20210307,07-03-2021,Mar,2021,VT,16083,320060,119,208,,,448,13384,50,31,,1,
20210307,07-03-2021,Mar,2021,WA,344532,,664,5041,,,19479,,53,431,,98,43
20210307,07-03-2021,Mar,2021,WI,621654,2647864,377,7106,6481,625,54961,553203,55,249,,66,
20210307,07-03-2021,Mar,2021,WV,133445,,155,2325,1981,344,26816,125383,54,179,,40,26
20210307,07-03-2021,Mar,2021,WY,54764,182264,0,682,,,8367,53550,56,21,,,
20210306,06-03-2021,Mar,2021,AK,56886,,0,305,,,,,2,33,,,2
20210306,06-03-2021,Mar,2021,AL,499411,1929624,524,10149,7963,2186,107594,295690,1,526,,,
20210306,06-03-2021,Mar,2021,AR,324653,2477449,327,5297,4302,995,69040,315181,5,345,,148,75
20210306,06-03-2021,Mar,2021,AS,0,2140,0,0,,,,,60,,,,
20210306,06-03-2021,Mar,2021,AZ,825119,3059332,1735,16323,14395,1928,56362,,4,966,118674,280,140
20210306,06-03-2021,Mar,2021,CA,3497578,,4452,53866,,,,,6,4513,,1221,
20210306,06-03-2021,Mar,2021,CO,435762,2199458,1108,5986,5251,735,24786,,8,326,23003,,
20210306,06-03-2021,Mar,2021,CT,285330,,0,7704,6327,1377,19621,,9,428,,,
20210306,06-03-2021,Mar,2021,DC,41273,,151,1030,,,,29470,11,150,,40,15
20210306,06-03-2021,Mar,2021,DE,88139,544153,265,1464,1328,136,4715,,10,114,,12,
20210306,06-03-2021,Mar,2021,FL,1905185,9319872,4587,32200,,,359542,,12,3352,,,
20210306,06-03-2021,Mar,2021,GA,1021778,,2269,17905,15597,2308,194381,,13,2071,,,
20210306,06-03-2021,Mar,2021,GU,7749,112887,1,133,,,209,7590,66,2,,1,1
20210306,06-03-2021,Mar,2021,HI,28646,,85,444,444,,808,,15,27,,5,3
20210306,06-03-2021,Mar,2021,IA,282127,1043119,362,5552,,,,319780,19,170,,38,10
20210306,06-03-2021,Mar,2021,ID,172827,505429,240,1876,1649,227,32814,95808,16,150,,33,
20210306,06-03-2021,Mar,2021,IL,1197267,,2565,23002,20750,2252,,,17,1210,,261,108
20210306,06-03-2021,Mar,2021,IN,666516,2478513,1231,12726,12299,427,,,18,663,434718,118,60
20210306,06-03-2021,Mar,2021,KS,295861,974686,0,4812,,,,,20,235,6473,50,22
20210306,06-03-2021,Mar,2021,KY,410184,,839,4806,4356,450,96186,48131,21,591,,171,72
20210306,06-03-2021,Mar,2021,LA,433045,5241101,0,9716,9007,709,61051,415954,22,538,,,77
20210306,06-03-2021,Mar,2021,MA,589931,4396764,1722,16374,16044,330,32129,508745,25,687,,176,114
20210306,06-03-2021,Mar,2021,MD,386610,3032496,932,7941,7759,182,,9703,24,830,,230,
20210306,06-03-2021,Mar,2021,ME,45635,,183,704,681,23,9876,12838,23,74,,20,9
20210306,06-03-2021,Mar,2021,MI,656072,,1692,16658,15666,992,60018,549881,26,866,,222,97
20210306,06-03-2021,Mar,2021,MN,489116,3050296,946,6546,6272,274,24349,475170,27,224,,57,
20210306,06-03-2021,Mar,2021,MO,480352,1875633,386,8161,,,,,29,1001,,198,136
20210306,06-03-2021,Mar,2021,MP,144,17429,0,2,2,,,29,69,,,,
20210306,06-03-2021,Mar,2021,MS,297321,1459374,576,6805,4734,2071,113164,278162,28,419,,89,47
20210306,06-03-2021,Mar,2021,MT,100842,,186,1381,,,5506,97801,30,63,,12,6
20210306,06-03-2021,Mar,2021,NC,872176,,2027,11502,10169,1333,112559,,37,1179,819839,309,
20210306,06-03-2021,Mar,2021,ND,100357,306021,79,1478,,,5451,98240,38,21,,3,
20210306,06-03-2021,Mar,2021,NE,202653,770586,343,2113,,,,156825,31,136,,,
20210306,06-03-2021,Mar,2021,NH,76695,579186,273,1181,,,22756,73327,33,90,,,
20210306,06-03-2021,Mar,2021,NJ,810090,10186941,3720,23557,21160,2397,91217,,34,1862,76932,382,233
20210306,06-03-2021,Mar,2021,NM,186742,,282,3796,,,,155000,35,148,,,
20210306,06-03-2021,Mar,2021,NV,295460,1129929,0,5036,,,,,32,399,,87,48
20210306,06-03-2021,Mar,2021,NY,1674380,,7647,38970,,,,,36,4954,149481,1012,694
20210306,06-03-2021,Mar,2021,OH,977736,,1506,17656,14752,2594,141880,923986,39,922,,273,188
20210306,06-03-2021,Mar,2021,OK,428536,3146300,978,4534,,,,411624,40,346,,100,
20210306,06-03-2021,Mar,2021,OR,156884,,211,2293,,,,,41,158,,32,12
20210306,06-03-2021,Mar,2021,PA,946985,3935532,2789,24317,,,133926,859218,42,1513,,314,171
20210306,06-03-2021,Mar,2021,PR,101327,305972,261,2059,1749,310,7991,91987,72,147,,24,18
20210306,06-03-2021,Mar,2021,RI,128516,676149,395,2547,,,,,44,141,7865,25,16
20210306,06-03-2021,Mar,2021,SC,524457,4631323,1199,8719,7711,1008,75306,218863,45,623,,157,86
20210306,06-03-2021,Mar,2021,SD,113378,314016,149,1898,,,12845,109371,46,74,,10,7
20210306,06-03-2021,Mar,2021,TN,782206,,1312,11543,9278,2265,128301,756793,47,879,,223,127
20210306,06-03-2021,Mar,2021,TX,2683865,,5570,44367,,,365343,2491753,48,4921,,1503,
20210306,06-03-2021,Mar,2021,UT,374438,1557089,570,1975,,,,358249,49,216,,77,
20210306,06-03-2021,Mar,2021,VA,584537,,1477,9519,8090,1429,124264,,51,1164,48386,263,160
20210306,06-03-2021,Mar,2021,VI,2714,46167,0,25,25,,,2559,78,,,,
20210306,06-03-2021,Mar,2021,VT,15964,319417,145,208,,,445,13305,50,26,,2,
20210306,06-03-2021,Mar,2021,WA,343868,,778,5041,,,19399,,53,431,,98,30
20210306,06-03-2021,Mar,2021,WI,621277,2644343,614,7102,6478,624,54913,552642,55,260,,77,
20210306,06-03-2021,Mar,2021,WV,133290,,326,2323,1979,344,26777,124983,54,196,,56,27
20210306,06-03-2021,Mar,2021,WY,54764,182264,0,682,,,8367,53550,56,21,,,
20210305,05-03-2021,Mar,2021,AK,56886,,141,305,,,,,2,33,,,2
20210305,05-03-2021,Mar,2021,AL,498887,1924758,811,10122,7943,2179,107518,295690,1,526,,,
20210305,05-03-2021,Mar,2021,AR,324326,2472738,570,5283,4291,992,68961,314732,5,359,,153,86
20210305,05-03-2021,Mar,2021,AS,0,2140,0,0,,,,,60,,,,
20210305,05-03-2021,Mar,2021,AZ,823384,3050890,2276,16269,14339,1930,55824,,4,1043,118391,325,154
20210305,05-03-2021,Mar,2021,CA,3493126,,4659,53448,,,,,6,4714,,1236,
20210305,05-03-2021,Mar,2021,CO,434654,2193953,1633,5986,5250,736,24600,,8,356,22933,,
20210305,05-03-2021,Mar,2021,CT,285330,,830,7704,6327,1377,19621,,9,428,,,
20210305,05-03-2021,Mar,2021,DC,41122,,108,1027,,,,29417,11,160,,45,19
20210305,05-03-2021,Mar,2021,DE,87874,542791,231,1453,1317,136,4687,,10,127,,15,
20210305,05-03-2021,Mar,2021,FL,1900598,9296590,5876,32093,,,358198,,12,3419,,,
20210305,05-03-2021,Mar,2021,GA,1019509,,2081,17815,15526,2289,193392,,13,2099,,,
20210305,05-03-2021,Mar,2021,GU,7748,112887,1,133,,,209,7590,66,2,,1,1
20210305,05-03-2021,Mar,2021,HI,28561,,95,443,443,,808,,15,28,,5,3
20210305,05-03-2021,Mar,2021,IA,281765,1041604,374,5549,,,,318996,19,176,,39,9
20210305,05-03-2021,Mar,2021,ID,172587,504925,299,1876,1649,227,32716,95524,16,139,,32,
20210305,05-03-2021,Mar,2021,IL,1194702,,1442,22946,20700,2246,,,17,1166,,263,121
20210305,05-03-2021,Mar,2021,IN,665285,2473358,839,12697,12263,434,,,18,730,434018,123,64
20210305,05-03-2021,Mar,2021,KS,295861,974686,752,4812,,,,,20,235,6473,50,22
20210305,05-03-2021,Mar,2021,KY,409345,,905,4754,4311,443,95854,48038,21,606,,179,76
20210305,05-03-2021,Mar,2021,LA,433045,5241101,518,9716,9007,709,61051,415954,22,538,,,77
20210305,05-03-2021,Mar,2021,MA,588209,4388938,1899,16322,15992,330,31902,508745,25,716,,180,109
20210305,05-03-2021,Mar,2021,MD,385678,3024949,913,7930,7748,182,,9701,24,849,,229,
20210305,05-03-2021,Mar,2021,ME,45452,,225,704,681,23,9816,12833,23,74,,27,10
20210305,05-03-2021,Mar,2021,MI,654380,,1791,16601,15610,991,59615,541258,26,866,,222,97
20210305,05-03-2021,Mar,2021,MN,488170,3043308,796,6534,6261,273,24201,474175,27,224,,57,
20210305,05-03-2021,Mar,2021,MO,479966,1872325,430,8158,,,,,29,1019,,202,135
20210305,05-03-2021,Mar,2021,MP,144,17429,0,2,2,,,29,69,,,,
20210305,05-03-2021,Mar,2021,MS,296745,1459374,591,6783,4724,2059,112815,278162,28,445,,99,53
20210305,05-03-2021,Mar,2021,MT,100656,,125,1379,,,5147,97541,30,67,,12,7
20210305,05-03-2021,Mar,2021,NC,870149,,2093,11446,10125,1321,112034,,37,1226,819839,314,
20210305,05-03-2021,Mar,2021,ND,100278,305910,94,1478,,,5412,98164,38,22,,3,
20210305,05-03-2021,Mar,2021,NE,202310,769232,337,2112,,,,156510,31,143,,,
20210305,05-03-2021,Mar,2021,NH,76422,577690,244,1178,,,22667,73004,33,90,,,
20210305,05-03-2021,Mar,2021,NJ,806370,10186941,3701,23521,21124,2397,90481,,34,1881,76685,389,223
20210305,05-03-2021,Mar,2021,NM,186460,,304,3787,,,,153376,35,183,,,
20210305,05-03-2021,Mar,2021,NV,295460,1127378,391,5020,,,,,32,393,,88,49
20210305,05-03-2021,Mar,2021,NY,1666733,,8956,38891,,,,,36,5034,148923,1030,700
20210305,05-03-2021,Mar,2021,OH,976230,,1750,17656,14752,2594,141373,921707,39,919,,266,185
20210305,05-03-2021,Mar,2021,OK,427558,3135060,917,4534,,,,410778,40,366,,109,
20210305,05-03-2021,Mar,2021,OR,156673,,386,2284,,,,,41,154,,30,14
20210305,05-03-2021,Mar,2021,PA,944196,3926038,2757,24262,,,133177,859218,42,1587,,325,173
20210305,05-03-2021,Mar,2021,PR,101066,305972,199,2056,1747,309,7952,91833,72,136,,23,18
20210305,05-03-2021,Mar,2021,RI,128121,674515,394,2541,,,,,44,141,7865,25,16
20210305,05-03-2021,Mar,2021,SC,523258,4603549,1695,8699,7697,1002,74983,230793,45,664,,163,88
20210305,05-03-2021,Mar,2021,SD,113229,313260,164,1896,,,12817,109237,46,74,,16,8
20210305,05-03-2021,Mar,2021,TN,780894,,1445,11534,9272,2262,127841,755474,47,939,,246,135
20210305,05-03-2021,Mar,2021,TX,2678295,,6853,44134,,,364108,2470308,48,5065,,1530,
20210305,05-03-2021,Mar,2021,UT,373868,1553533,1160,1970,,,,357312,49,238,,85,
20210305,05-03-2021,Mar,2021,VA,583060,,1652,9428,8049,1379,124364,,51,1222,47561,254,150
20210305,05-03-2021,Mar,2021,VI,2714,46167,10,25,25,,,2559,78,,,,
20210305,05-03-2021,Mar,2021,VT,15819,318720,133,207,,,443,13145,50,26,,4,
20210305,05-03-2021,Mar,2021,WA,343090,,854,5032,,,19251,,53,413,,108,57
20210305,05-03-2021,Mar,2021,WI,620663,2642182,721,7094,6477,617,54505,552311,55,260,,77,
20210305,05-03-2021,Mar,2021,WV,132964,,287,2318,1971,347,26705,124502,54,200,,55,28
20210305,05-03-2021,Mar,2021,WY,54764,182264,79,682,,,8367,53550,56,21,,,
20210304,04-03-2021,Mar,2021,AK,56745,,140,303,,,,,2,32,,,2
20210304,04-03-2021,Mar,2021,AL,498076,1920535,922,10094,7920,2174,107404,295690,1,544,,,
20210304,04-03-2021,Mar,2021,AR,323756,2464286,403,5273,4283,990,68813,314207,5,397,,165,91
20210304,04-03-2021,Mar,2021,AS,0,2140,0,0,,,,,60,,,,
20210304,04-03-2021,Mar,2021,AZ,821108,3032112,1154,16185,14264,1921,55604,,4,1072,118087,343,165
20210304,04-03-2021,Mar,2021,CA,3488467,,3504,53048,,,,,6,4967,,1327,
20210304,04-03-2021,Mar,2021,CO,433021,2188741,1351,5974,5238,736,24067,,8,355,22875,,
20210304,04-03-2021,Mar,2021,CT,284500,,878,7693,6320,1373,19508,,9,433,,,
20210304,04-03-2021,Mar,2021,DC,41014,,196,1024,,,,29287,11,170,,49,18
20210304,04-03-2021,Mar,2021,DE,87643,541771,218,1444,1308,136,4672,,10,130,,18,
20210304,04-03-2021,Mar,2021,FL,1894722,9269680,5997,31955,,,356583,,12,3566,,,
20210304,04-03-2021,Mar,2021,GA,1017428,,2886,17750,15462,2288,192624,,13,2191,,,
20210304,04-03-2021,Mar,2021,GU,7747,112349,2,131,,,209,7590,66,5,,1,1
20210304,04-03-2021,Mar,2021,HI,28466,,59,441,441,,767,,15,28,,5,3
20210304,04-03-2021,Mar,2021,IA,281391,1040055,400,5536,,,,318560,19,184,,39,11
20210304,04-03-2021,Mar,2021,ID,172288,503691,452,1876,1649,227,32621,95222,16,139,,32,
20210304,04-03-2021,Mar,2021,IL,1193260,,1740,22902,20668,2234,,,17,1200,,260,128
20210304,04-03-2021,Mar,2021,IN,664446,2468877,935,12663,12231,432,,,18,692,433563,131,63
20210304,04-03-2021,Mar,2021,KS,295109,969651,0,4816,,,,,20,203,6431,59,23
20210304,04-03-2021,Mar,2021,KY,408440,,1067,4732,4292,440,95510,47992,21,645,,172,91
20210304,04-03-2021,Mar,2021,LA,432527,5222458,756,9686,8986,700,60897,415954,22,554,,,74
20210304,04-03-2021,Mar,2021,MA,586310,4380031,1567,16296,15967,329,31680,508745,25,741,,168,100
20210304,04-03-2021,Mar,2021,MD,384765,3018120,809,7922,7740,182,,9691,24,856,,216,
20210304,04-03-2021,Mar,2021,ME,45227,,136,705,682,23,9720,12827,23,69,,23,8
20210304,04-03-2021,Mar,2021,MI,652589,,1827,16589,15600,989,59310,541258,26,890,,229,102
20210304,04-03-2021,Mar,2021,MN,487374,3035998,940,6521,6248,273,24073,473728,27,229,,59,
20210304,04-03-2021,Mar,2021,MO,479536,1868601,467,8150,,,,,29,999,,213,136
20210304,04-03-2021,Mar,2021,MP,144,17429,0,2,2,,,29,69,,,,
20210304,04-03-2021,Mar,2021,MS,296154,1459374,479,6764,4717,2047,112568,278162,28,448,,101,62
20210304,04-03-2021,Mar,2021,MT,100531,,180,1375,,,5118,97499,30,73,,14,7
20210304,04-03-2021,Mar,2021,NC,868056,,2502,11399,10083,1316,111547,,37,1290,819839,326,
20210304,04-03-2021,Mar,2021,ND,100184,305598,117,1478,,,5377,98071,38,22,,3,
20210304,04-03-2021,Mar,2021,NE,201973,768130,365,2092,,,,156048,31,151,,,
20210304,04-03-2021,Mar,2021,NH,76178,577245,188,1178,,,22597,72809,33,92,,,
20210304,04-03-2021,Mar,2021,NJ,802669,10096351,3193,23491,21094,2397,90084,,34,1900,76430,376,214
20210304,04-03-2021,Mar,2021,NM,186156,,258,3769,,,,151708,35,177,,,
20210304,04-03-2021,Mar,2021,NV,295069,1125254,385,5005,,,,,32,407,,97,47
20210304,04-03-2021,Mar,2021,NY,1657777,,7593,38796,,,,,36,5177,148355,1043,712
20210304,04-03-2021,Mar,2021,OH,974480,,1875,17189,14752,2594,140708,919296,39,1009,,270,196
20210304,04-03-2021,Mar,2021,OK,426641,3126761,895,4534,,,,409728,40,404,,118,
20210304,04-03-2021,Mar,2021,OR,156287,,250,2252,,,,,41,165,,37,12
20210304,04-03-2021,Mar,2021,PA,941439,3915271,3028,24219,,,132651,856709,42,1628,,350,177
20210304,04-03-2021,Mar,2021,PR,100867,305972,102,2053,1745,308,7928,91530,72,171,,23,19
20210304,04-03-2021,Mar,2021,RI,127727,673128,442,2539,,,,,44,148,7842,23,16
20210304,04-03-2021,Mar,2021,SC,521563,4578250,1567,8660,7660,1000,74478,230793,45,734,,180,91
20210304,04-03-2021,Mar,2021,SD,113065,312421,232,1896,,,12781,109113,46,87,,17,10
20210304,04-03-2021,Mar,2021,TN,779449,,1514,11501,9248,2253,127366,754465,47,970,,258,127
20210304,04-03-2021,Mar,2021,TX,2671442,,8028,43878,,,362318,2458818,48,5263,,1599,
20210304,04-03-2021,Mar,2021,UT,372708,1549760,0,1955,,,,355033,49,247,,92,
20210304,04-03-2021,Mar,2021,VA,581408,,1300,9357,8018,1339,124060,,51,1352,47259,284,184
20210304,04-03-2021,Mar,2021,VI,2704,46007,9,25,25,,,2547,78,,,,
20210304,04-03-2021,Mar,2021,VT,15686,318086,199,207,,,441,12990,50,27,,5,
20210304,04-03-2021,Mar,2021,WA,342236,,795,5012,,,19113,,53,461,,121,61
20210304,04-03-2021,Mar,2021,WI,619942,2639148,855,7082,6470,612,54134,551885,55,262,,67,
20210304,04-03-2021,Mar,2021,WV,132677,,261,2309,1962,347,26637,124050,54,193,,57,22
20210304,04-03-2021,Mar,2021,WY,54685,181957,69,682,,,8357,53481,56,23,,,
20210303,03-03-2021,Mar,2021,AK,56605,,177,303,,,,,2,26,,,2
20210303,03-03-2021,Mar,2021,AL,497154,1915545,2733,10029,7872,2157,107382,295690,1,559,,,
20210303,03-03-2021,Mar,2021,AR,323353,2455309,404,5261,4272,989,68716,313799,5,397,,165,91
20210303,03-03-2021,Mar,2021,AS,0,2140,0,0,,,,,60,,,,
20210303,03-03-2021,Mar,2021,AZ,819954,3022710,1284,16089,14176,1913,55423,,4,1165,117776,381,177
20210303,03-03-2021,Mar,2021,CA,3484963,,3352,52775,,,,,6,5110,,1403,
20210303,03-03-2021,Mar,2021,CO,431670,2183138,1055,5970,5235,735,23945,,8,389,22800,,
20210303,03-03-2021,Mar,2021,CT,283622,,494,7678,6306,1372,19424,,9,451,,,
20210303,03-03-2021,Mar,2021,DC,40818,,51,1023,,,,29213,11,177,,47,23
20210303,03-03-2021,Mar,2021,DE,87425,540964,232,1440,1304,136,4648,,10,135,,17,
20210303,03-03-2021,Mar,2021,FL,1888725,9243230,5860,31829,,,354539,,12,3596,,,
20210303,03-03-2021,Mar,2021,GA,1014542,,2735,17625,15349,2276,191534,,13,2299,,,
20210303,03-03-2021,Mar,2021,GU,7745,111925,3,131,,,209,7583,66,4,,1,1
20210303,03-03-2021,Mar,2021,HI,28407,,17,441,441,,767,,15,26,,7,3
20210303,03-03-2021,Mar,2021,IA,280991,1038003,482,5501,,,,317731,19,191,,40,11
20210303,03-03-2021,Mar,2021,ID,171836,502595,374,1871,1645,226,32514,94936,16,121,,32,
20210303,03-03-2021,Mar,2021,IL,1191520,,2104,22853,20626,2227,,,17,1260,,275,138
20210303,03-03-2021,Mar,2021,IN,663511,2464082,761,12633,12200,433,,,18,731,433108,131,65
20210303,03-03-2021,Mar,2021,KS,295109,969651,807,4816,,,,,20,203,6431,59,23
20210303,03-03-2021,Mar,2021,KY,407373,,1172,4704,4267,437,95194,47927,21,680,,175,79
20210303,03-03-2021,Mar,2021,LA,431771,5198424,500,9668,8973,695,60671,415954,22,588,,,78
20210303,03-03-2021,Mar,2021,MA,584743,4371477,1899,16252,15925,327,31523,494740,25,755,,173,109
20210303,03-03-2021,Mar,2021,MD,383956,3012179,786,7919,7737,182,,9685,24,863,,228,
20210303,03-03-2021,Mar,2021,ME,45091,,147,705,682,23,9680,12820,23,67,,24,8
20210303,03-03-2021,Mar,2021,MI,650762,,1705,16550,15563,987,59009,541258,26,882,,234,100
20210303,03-03-2021,Mar,2021,MN,486434,3021554,779,6507,6235,272,23943,473252,27,243,,57,
20210303,03-03-2021,Mar,2021,MO,479069,1865013,387,8148,,,,,29,989,,213,146
20210303,03-03-2021,Mar,2021,MP,144,17429,1,2,2,,,29,69,,,,
20210303,03-03-2021,Mar,2021,MS,295675,1459374,380,6743,4705,2038,112383,278162,28,469,,120,64
20210303,03-03-2021,Mar,2021,MT,100351,,193,1373,,,5095,97327,30,67,,13,7
20210303,03-03-2021,Mar,2021,NC,865554,,2145,11363,10050,1313,110944,,37,1303,819839,332,
20210303,03-03-2021,Mar,2021,ND,100067,305504,110,1478,,,5332,98014,38,20,,3,
20210303,03-03-2021,Mar,2021,NE,201608,766781,262,2091,,,,155933,31,150,,,
20210303,03-03-2021,Mar,2021,NH,75990,575625,187,1175,,,22570,72600,33,89,,,
20210303,03-03-2021,Mar,2021,NJ,799476,10096351,3691,23449,21052,2397,89430,,34,1921,76174,403,243
20210303,03-03-2021,Mar,2021,NM,185898,,356,3753,,,,150168,35,195,,,
20210303,03-03-2021,Mar,2021,NV,294684,1122823,395,4987,,,,,32,440,,100,53
20210303,03-03-2021,Mar,2021,NY,1650184,,7704,38735,,,,,36,5323,147730,1047,735
20210303,03-03-2021,Mar,2021,OH,972605,,2022,17189,14752,2594,140103,916592,39,1081,,279,195
20210303,03-03-2021,Mar,2021,OK,425746,3116303,747,4534,,,,408963,40,427,,135,
20210303,03-03-2021,Mar,2021,OR,156037,,250,2225,,,,,41,184,,33,11
20210303,03-03-2021,Mar,2021,PA,938411,3906535,2577,24169,,,131723,844569,42,1648,,357,186
20210303,03-03-2021,Mar,2021,PR,100765,305972,30,2048,1741,307,7909,91338,72,169,,33,25
20210303,03-03-2021,Mar,2021,RI,127285,671542,436,2534,,,,,44,147,7823,23,14
20210303,03-03-2021,Mar,2021,SC,519996,4558148,1173,8620,7626,994,73827,230793,45,706,,190,86
20210303,03-03-2021,Mar,2021,SD,112833,311512,181,1893,,,12687,108947,46,97,,16,8
20210303,03-03-2021,Mar,2021,TN,777935,,1598,11459,9215,2244,126811,752966,47,1033,,259,140
20210303,03-03-2021,Mar,2021,TX,2663414,,7822,43563,,,359333,2450229,48,5508,,1713,
20210303,03-03-2021,Mar,2021,UT,372708,1545558,729,1955,,,,355033,49,247,,92,
20210303,03-03-2021,Mar,2021,VA,580108,,1549,9326,7993,1333,123646,,51,1352,47259,284,184
20210303,03-03-2021,Mar,2021,VI,2695,45841,49,25,25,,,2539,78,,,,
20210303,03-03-2021,Mar,2021,VT,15487,317364,115,207,,,440,12842,50,24,,5,
20210303,03-03-2021,Mar,2021,WA,341441,,733,4988,,,18954,,53,467,,131,64
20210303,03-03-2021,Mar,2021,WI,619087,2634999,780,7069,6458,611,53956,551329,55,267,,69,
20210303,03-03-2021,Mar,2021,WV,132416,,232,2309,1962,347,26583,123656,54,197,,60,25
20210303,03-03-2021,Mar,2021,WY,54616,181681,89,682,,,8348,53375,56,24,,,
20210302,02-03-2021,Mar,2021,AK,56428,,89,302,,,,,2,26,,,6
20210302,02-03-2021,Mar,2021,AL,494421,1908302,652,9991,7840,2151,107001,285130,1,631,,,
20210302,02-03-2021,Mar,2021,AR,322949,2448042,440,5254,4265,989,68596,313426,5,416,,160,80
20210302,02-03-2021,Mar,2021,AS,0,2140,0,0,,,,,60,,,,
